Line,,1970,1970,1970,1970,1971,1971,1971,1971,1972,1972,1972,1972,1973,1973,1973,1973,1974,1974,1974,1974,1975,1975,1975,1975,1976,1976,1976,1976,1977,1977,1977,1977,1978,1978,1978,1978,1979,1979,1979,1979,1980,1980,1980,1980,1981,1981,1981,1981,1982,1982,1982,1982,1983,1983,1983,1983,1984,1984,1984,1984,1985,1985,1985,1985,1986,1986,1986,1986,1987,1987,1987,1987,1988,1988,1988,1988,1989,1989,1989,1989,1990,1990,1990,1990,1991,1991,1991,1991,1992,1992,1992,1992,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999,2000,2000,2000,2000,2001,2001,2001,2001,2002,2002,2002,2002,2003,2003,2003,2003,2004,2004,2004,2004,2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007,2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2011,2012,2012,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020
Line,,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3
9,        Nonresidential,123.8,125,126.3,123.5,126.3,129.5,131.2,134.7,140.6,144,147,155,162.8,171.3,176.6,180.1,183.4,188.8,194.5,197.6,193.1,193.3,197.8,202.9,209.5,215,222.6,230.2,243.3,253.7,263.3,275.9,282.4,309.4,325.1,341.4,356.7,364.3,383,391.3,404.5,394.7,405.7,422.8,443,462.9,482.1,503.8,500.1,490.1,478.7,471.5,462.1,466.5,485.4,514.7,531.5,558.3,576.6,590.9,599.4,609.1,604.4,618.1,613.5,605,602,610.6,596.6,608.4,625.5,630.6,641.5,659.4,666.3,681.9,696.5,709,731.1,727.4,740.9,734.1,744.4,737.5,729.8,726.8,720.2,717.6,714.2,736.7,748.5,768.3,776.5,792.4,798.3,829.6,840.7,855.6,872.1,907,944.6,956.8,965.5,982.1,1003.7,1026.5,1059,1083.6,1107.3,1129.6,1178.4,1181.1,1212.4,1247.1,1261.7,1295.4,1322.3,1354,1386.6,1395,1450.3,1498.7,1519.7,1525.1,1505.2,1473.6,1452.6,1408.9,1374,1357.3,1348.9,1331.2,1332.7,1366.8,1392.1,1411.9,1401.8,1445.5,1490.5,1531.7,1568.3,1603.8,1643.1,1668.7,1735.3,1774.4,1815.9,1849.5,1892,1937.7,1967.4,1997.1,2013.7,2024,2007,1918.7,1761.4,1685,1656,1659.3,1660,1715.7,1762.4,1801.9,1805.1,1862,1953.8,2009,2073.4,2126.2,2126,2148.6,2170.9,2180.3,2220.7,2274,2314.9,2383.6,2439.8,2462,2464.3,2472.5,2479.2,2450.3,2430.2,2448.6,2473,2490.2,2532.5,2555.9,2575.2,2634.2,2716.2,2765.9,2792.6,2831.9,2878.4,2891.3,2908,2902.3,2859.3,2646.8,2781.7
10,            Structures,39.5,40.3,40.6,40.8,41.5,42.3,43.1,43.8,45.8,46.6,47.3,49,51.3,54.1,56.8,57.7,59,61.3,61.4,63.2,61.7,60.4,61.3,62,64.1,65.1,66.7,67.8,69.7,73.6,76.4,78.5,80,90.3,98.6,105.5,107.9,112.8,121.8,128.3,132.6,132.3,135.8,144.1,150,161,169.7,188.5,186.6,182.5,172.9,168.3,158.6,149.5,152.6,156.6,165.7,175.8,182.5,185.5,194.9,195.2,192.2,195.8,191.7,174.5,169,170.9,166.9,169.6,177.6,182.7,178.6,184.2,183.5,184.9,189.5,189.6,197.7,198.1,204.1,204.6,205.5,197.4,194.9,189.9,177.5,172.2,169.9,170.6,173,176.7,175.6,174.1,176,182.9,178.5,187.1,188.1,193.4,201.2,207.4,210.3,210.2,214.3,219.8,225.3,238.9,242.7,242.6,255.7,260.1,261.7,278.9,280.8,282.6,284,283.1,285.1,290.7,300.6,316.2,330.9,336.3,331.8,338.9,347.1,316.3,302.7,289.3,278.2,277.7,279.2,286.9,287.9,292.4,292.3,300.8,314,323.6,337.5,345,355.8,373.6,397.6,420.1,435.8,447.2,469.6,498.1,526.7,546.8,556.9,571.9,578.8,576.8,527.7,473.1,429.5,392.9,368.8,382.1,379.1,389.2,362.2,392.7,421.2,441.8,470.1,488.1,484.7,474.9,463,480,507.5,519.5,546.7,574.7,586,603,596.9,599,582.7,558.9,536.3,550,571.3,583.6,600.1,604.5,592.3,599.3,629.2,640.7,634.2,621.5,640.1,649.7,658.8,652.3,648.7,584,560.3
11,            Equipment,66.4,66.7,67.7,64.8,66.6,68.7,69.3,71.6,74.9,76.9,78.9,84.8,89.8,94.9,96.9,98.7,100,102.4,107.1,107.8,104.5,105.6,108.5,111.8,115,118.3,123.1,128.5,139,144.6,150.6,160.4,164.6,179.7,185.5,192.8,203.4,204.2,212.1,212.5,219.6,209.1,215.2,221.6,232,238.3,246.6,246.5,242.8,235.4,232.3,228.9,227.1,237.6,249.8,271.4,275.6,289,297.3,305.6,302.6,309.5,306.1,313.4,310.8,317.5,318.6,323.9,312.6,320.2,327.1,323.8,335.6,344.8,349.1,357.7,363.4,371.6,381,372.6,376.4,365.7,373.6,371.8,361.3,358.2,362.6,361.4,360.1,379.5,387.6,399.6,406.6,421.5,425,447.4,461.8,465.4,476.5,501.9,525.3,525.4,524.8,537,546,556.9,577,581.4,587.5,602.3,630.5,623.1,645.8,655.9,658.4,680,695.1,712.1,728.1,719.1,749.4,774,774,767,751.7,716,692.4,686,667.3,661.9,661.3,648,644.3,665.2,680.7,692.3,681.8,713.5,734.2,758.1,768.6,786.9,808.3,815.8,850.2,857.6,867.4,873.9,886.3,897.8,896,893.6,885.4,871.8,852.1,772.2,683.5,652.2,662,683.3,719.8,763.7,804.5,820.1,839.8,854.3,904.5,926.5,957.8,984.4,984.3,1007.1,1022.8,1018,1016.5,1050.9,1058.2,1085.2,1117,1107.4,1115.6,1117.4,1130.9,1113.9,1102.4,1088.8,1083.1,1079.9,1094.3,1107.5,1124.7,1162.4,1189.6,1197,1219.6,1247.6,1256.5,1243.1,1234.9,1229.3,1181.6,1057.2,1199.1
12,            Intellectual property products,17.9,17.9,18,17.9,18.1,18.5,18.8,19.3,19.9,20.4,20.8,21.2,21.7,22.3,23,23.7,24.4,25.1,26,26.6,26.9,27.3,28,29,30.4,31.6,32.8,33.9,34.5,35.5,36.2,37,37.8,39.4,41.1,43.2,45.4,47.2,49.1,50.6,52.3,53.3,54.7,57.1,61,63.5,65.8,68.7,70.6,72.2,73.5,74.4,76.4,79.4,82.9,86.7,90.1,93.5,96.8,99.8,101.9,104.3,106.1,108.9,111.1,113,114.3,115.8,117,118.6,120.8,124,127.3,130.4,133.7,139.3,143.6,147.8,152.3,156.7,160.3,163.8,165.3,168.3,173.6,178.7,180.1,184.1,184.2,186.5,187.9,192.1,194.3,196.7,197.4,199.3,200.4,203.1,207.6,211.8,218.2,224,230.4,234.8,243.4,249.8,256.7,263.3,277.1,284.6,292.2,297.9,304.9,312.3,322.4,332.9,343.2,358.8,373.4,385.2,400.3,408.6,414.7,421.8,421.8,418.7,413.1,406.6,404.1,406,409.3,405.5,409.2,414.7,423.5,427.2,427.7,431.2,442.3,450.1,462.2,472,479.1,479.3,487.6,496.7,512.7,528.4,536.2,541.8,544.7,556.7,571.4,580.3,576.1,569.8,550.1,559.7,564.5,583.1,571.4,570,578.8,592.5,603.1,615.1,628.1,640.7,645.4,653.7,657,666.6,685.1,682.3,696.7,703.6,710,723.6,736.7,751.6,751.7,756.1,765.6,777.4,791.6,809.8,818.5,826.7,838,843.9,858.2,872.5,897.4,928.3,938.9,962.8,981.9,998.5,1014.2,1020.7,1029.1,1005.6,1022.3
13,        Residential,42.5,41.4,42.6,47.2,51,57,60.7,64,69.2,70.8,72.4,77.3,80.9,78.7,77.9,75.7,72.4,71.2,70.9,63.3,61.2,64,68.8,73,80.4,84.8,84.9,96.9,102.2,116.5,120,122.2,126.9,137,142.3,145.8,145.3,147.6,150.5,148,140.2,116.9,123.2,137.8,137.6,135.3,126.2,114.8,109.7,107.7,108.4,117.5,138.5,155,171.1,179.9,186.4,191.3,190.9,192.9,194.2,196.3,201.4,208.4,219.5,234.6,240.9,244.3,246.7,249.7,250,252.8,250.1,255.5,257.5,261.7,260.9,255.8,255.5,251.9,256,246.9,234.5,221.3,210.3,217.8,226.5,230.1,242.4,253.2,255.1,268.3,271.4,278,290.9,306.9,315.6,327.9,326.4,325.4,321.8,313.5,326.4,334.6,344.7,361.4,364.3,361.8,365.4,372.3,379,385.8,394.8,411.3,427.6,441.5,447.4,459.3,466.6,473.8,484.2,486.6,483.1,487.8,496.7,511,522.4,522.1,538.3,554.8,558.9,578.3,601.4,612,651.7,683.1,706.2,743.2,763.6,786.3,815.3,843.8,875.6,890.2,896.2,859.3,814.7,782.4,750.9,719.3,673.7,618.2,566.7,538.8,507.1,451.4,404.5,374.7,389.4,391.5,379.4,396.3,361.2,369.3,368.8,374.3,381.1,391.2,414.1,419.3,433.7,460.9,485.1,507.2,523.1,524.6,532.1,550.4,568.4,589.7,605.1,623.3,645.7,661.1,686.4,692.4,698.9,720.2,746,753.3,758.5,783.6,794.3,804.3,800.7,794.7,795.8,795.3,810.5,827,868.7,780.2,900.6
14,    Change in private inventories,1.8,5.1,5.1,-4,12.3,10.9,10.2,-0.3,3.2,12,13.7,7.5,10.6,18.2,9.8,25,12.5,17.4,5.6,20.4,-10,-14,-1.4,0.3,14.7,22.4,20.8,10.5,14.8,19.5,30.9,24.1,25.5,24.3,25,28.5,23.9,27.4,12.1,8.6,9.9,7.8,-33.9,-9.1,38.8,11.7,44,24.8,-21.5,-4.2,5.8,-39.8,-35.1,-7.7,-4.2,23.9,73,69.3,71.3,48,16.2,21.6,16.3,33.1,30.4,15.7,-7,-12.8,28,16.5,1,63.1,17,19.6,18.2,19.1,48.1,36.3,9.8,16.6,14,33.7,21.9,-11.3,-15.5,-18,0.8,31.1,0.2,23.2,20.5,21.3,35.9,24.1,6.6,16.6,45.4,81.4,53.2,75.1,61.2,33.8,11.3,18.4,6.9,30.5,51.1,34.7,49.7,88.4,67.9,77.7,105.1,37.3,52.4,60,83.4,35.1,40.5,84.2,16.2,90.4,57.2,54.3,-30.6,-11.6,-30.1,-80.8,0.3,21.2,25.4,33,26.1,-6.5,0.4,36.3,46,74,64.2,72.1,102.5,28.8,12.4,86.4,78.2,75.5,78.8,43.5,21.4,42.2,44.9,27.3,-16.7,-22.3,-15.8,-62.2,-151,-196,-204,-52.1,-1.2,36.7,112.9,67.3,32.1,61,-12,104,80.3,91.4,84.4,28.7,82.3,87.8,136.2,111.9,52.3,96.4,99.4,87.8,175.6,150,126.8,94.7,49.4,16.8,-4.9,52,-12.3,4,45.1,28.5,44.5,10.7,78.4,97.3,98.6,53.1,41.3,3.4,-52.1,-298.4,-2.1
15,Net exports of goods and services,3.5,5.2,4.1,3,4.6,-0.4,0.2,-1.9,-3.5,-4.3,-2.6,-3.1,-1.4,2.5,6.4,9,6.4,-2.7,-7,0,16.5,21.6,12,13.8,4.7,-0.5,-4.1,-6.6,-21.1,-21.1,-20.6,-29.6,-38.7,-22.6,-23.8,-16.4,-18.2,-22.2,-23,-26.8,-35.8,-15.2,5.5,-6.7,-14.3,-13.5,-7.6,-14.8,-16.3,-4.4,-29.6,-29.6,-24.5,-45.4,-65.2,-71.4,-95,-104.3,-103.8,-107.8,-91.3,-114.4,-116.9,-133.4,-126,-128.9,-139,-133.6,-141.2,-147,-145.5,-145.4,-124,-106.6,-99.3,-107.7,-101,-88.2,-75.1,-82.8,-88.5,-68.8,-75,-79.1,-47.1,-23.2,-21.1,-23.1,-20.5,-32.8,-38.5,-47.1,-55.7,-63.2,-68.4,-73.4,-80.6,-90.6,-96.9,-101.9,-105.3,-109.5,-74.4,-69.8,-88.8,-93.7,-114.2,-88.8,-108.8,-85.2,-96.8,-117,-135.2,-162.3,-174.6,-178.7,-207.7,-244.7,-275.3,-295.6,-352.1,-358.7,-387.8,-401.5,-390.8,-358.5,-366,-356.4,-372.6,-415.7,-432.5,-480.8,-504.9,-501.5,-500.8,-505.4,-549,-608,-636.4,-682.9,-674.6,-690.8,-732.5,-786.9,-777.2,-780.6,-805.6,-720.3,-724.3,-731.9,-713.8,-703.7,-756.2,-758.9,-771.6,-605.7,-396.1,-338.6,-405.5,-445.6,-489.2,-519.1,-535.1,-512.2,-561.5,-581.9,-573.9,-600.7,-615.1,-580.5,-540.8,-537.8,-516.9,-508.9,-496.3,-441.1,-506.3,-507.6,-492.3,-524.4,-528.8,-508.3,-542.7,-526.5,-513.9,-492.3,-497.7,-546.1,-543.6,-559.5,-543.6,-575.5,-589.8,-548.1,-646.4,-653.4,-615.5,-644.7,-631.8,-549.8,-494.3,-545.2,-733.8
16,    Exports,57,60.4,60.5,60.9,63.2,62.9,65.7,60,68.6,67.2,71.5,76.1,84,91.9,97.6,107.6,116.7,126.7,126.6,136.6,141.4,136.8,134.1,142.5,143.6,146.6,151.8,156.1,155.4,161.9,162.3,157.8,164.6,186.2,191.3,205.4,211.7,220.9,234.3,253.7,268.5,277.4,284.7,292.5,305.5,308.5,302.3,304.7,293.2,294.7,279.6,265.3,270.7,272.5,278.2,286.6,293,302.2,305.7,308.6,306,304.1,297.3,305.4,313.4,315.1,320.5,335,336.5,355.4,371.9,392.1,418.7,439.5,453.6,466.6,485.2,507.2,509.4,515.4,538.2,545.9,555.1,568.2,573.2,590.7,600.6,615.2,625.3,626.2,639.4,641.4,643.6,653.1,650.9,671.6,681.2,707,736.9,758.6,781.6,798.9,831.4,839.4,847.9,859,859.6,903.8,918.4,954.5,974.1,968.3,963,947.3,935.3,966.3,962.4,973.5,1003.2,1032,1054.2,1092.5,1124.3,1114.1,1095.1,1052.6,996.4,954.5,970.7,1003.9,1017.2,1003.2,1008.2,1007.9,1038.1,1090.5,1137.7,1167.8,1182.7,1222.3,1264.8,1296,1307.1,1353,1413,1460,1477.8,1539.6,1577.1,1622.1,1683.7,1760.5,1811,1909.7,1921.8,1705.7,1514.3,1518.3,1591.1,1704.3,1746.9,1810,1865.6,1962.6,2030.3,2105.1,2138.8,2137.8,2164.6,2192.1,2201.8,2206.6,2239.2,2250.7,2269.4,2334.4,2335.9,2387.1,2391.9,2371.9,2295,2296.2,2255.5,2216.7,2177.3,2207.8,2258.2,2265.4,2326.4,2333.1,2370.1,2468.7,2507.2,2550.3,2523.9,2533.4,2523.5,2514.6,2505.2,2515.7,2438.7,1788.2,2074.5
17,        Goods,43.4,45.6,45.3,45.9,46.5,46.4,49,42.9,50.4,49.7,52.5,57.7,65.2,72.6,77.2,88.1,95.1,103.5,103.7,111.7,114.9,108.5,109.8,116.8,117,119.1,122.7,127.1,126.3,131.3,130.6,125.3,129.8,150.6,153.6,165.6,170.9,178.9,191.3,208,222,227.7,232.5,239.5,247.2,248.8,241.7,243.1,232.3,233.9,218.5,205.5,209.7,209.1,214.3,223.1,224.3,230,234.4,236.4,232.1,228.7,222.2,226.9,224.5,227.9,229.8,243.6,243,258.8,272.1,288.3,311.2,328.5,338.7,349.8,360.5,379.6,379,379.9,396.2,400.6,406.3,409.9,420.7,427.1,431.6,441.2,449.7,448.8,460.6,462.2,460.4,466.9,462.6,481.1,484.1,505.3,533.8,550.3,571.6,583.2,605.8,609.3,617.1,621.2,626.5,650.3,668.9,701,717.5,712.2,708.2,683.7,676.6,701.8,688.1,697.3,717.1,744.4,761.6,790.3,821.1,810.7,797.1,761.4,715.2,691.2,687.5,714.3,725,709.2,719.2,720,735,774.1,799.3,824.1,836.7,859.7,886,919.9,924.2,957.6,1004.9,1036.3,1053.8,1084.7,1106.9,1138,1177.6,1222.7,1275.4,1353,1372.7,1169.1,1005.9,1005.5,1068,1154.4,1201.1,1251.4,1282.7,1354.5,1411.7,1463.2,1482.4,1491.6,1507.4,1524.9,1533.3,1520.8,1534.9,1542.2,1552.6,1607.1,1591.5,1628.1,1633.9,1606.3,1522,1524.8,1485.6,1446.1,1412.2,1428.4,1460.4,1475,1513.6,1504.9,1533.5,1615.1,1635.4,1693.5,1660.5,1666.3,1660.6,1631.1,1626,1629.1,1599,1135.1,1407.8
18,        Services,13.6,14.8,15.2,15,16.7,16.5,16.7,17.1,18.2,17.5,18.9,18.4,18.7,19.4,20.3,19.6,21.6,23.1,23,24.9,26.4,28.4,24.3,25.8,26.6,27.5,29.1,28.9,29,30.6,31.7,32.5,34.8,35.6,37.7,39.9,40.8,42,43,45.6,46.5,49.7,52.2,53,58.2,59.7,60.6,61.6,60.9,60.9,61.1,59.8,61,63.4,63.9,63.5,68.6,72.2,71.3,72.2,73.9,75.4,75.1,78.5,88.9,87.3,90.7,91.4,93.5,96.6,99.8,103.8,107.5,111,114.9,116.8,124.7,127.6,130.3,135.5,142,145.3,148.8,158.3,152.5,163.6,169,174.1,175.6,177.4,178.8,179.2,183.2,186.2,188.3,190.5,197.1,201.7,203.1,208.3,210,215.7,225.6,230.2,230.8,237.9,233.1,253.5,249.5,253.5,256.5,256.2,254.9,263.6,258.7,264.5,274.3,276.2,286.1,287.6,292.6,302.2,303.1,303.4,298,291.2,281.2,263.3,283.2,289.6,292.1,294,289,288,303.1,316.4,338.4,343.7,346,362.6,378.8,376.2,382.9,395.4,408.1,423.7,424.1,454.9,470.2,484.2,506.2,537.8,535.6,556.7,549.1,536.6,508.5,512.8,523.1,549.9,545.7,558.6,582.9,608.1,618.5,641.8,656.3,646.2,657.2,667.2,668.5,685.9,704.3,708.5,716.8,727.3,744.5,759,758,765.6,773.1,771.4,770,770.6,765,779.5,797.7,790.5,812.7,828.2,836.7,853.6,871.8,856.8,863.4,867.1,862.9,883.5,879.2,886.5,839.7,653.1,666.7
19,    Imports,53.5,55.2,56.4,57.9,58.7,63.3,65.5,61.9,72.2,71.4,74.1,79.2,85.4,89.5,91.1,98.7,110.3,129.4,133.6,136.6,124.9,115.2,122.1,128.7,138.9,147.1,155.8,162.7,176.4,183,182.9,187.4,203.3,208.8,215.1,221.8,229.8,243.1,257.3,280.5,304.3,292.6,279.2,299.2,319.7,322,309.9,319.4,309.5,299.1,309.3,294.9,295.3,317.9,343.4,358,388,406.5,409.6,416.4,397.3,418.6,414.2,438.9,439.4,444,459.4,468.6,477.7,502.3,517.3,537.5,542.7,546.1,552.8,574.3,586.2,595.4,584.4,598.2,626.8,614.8,630.1,647.3,620.3,613.9,621.7,638.3,645.8,659,677.9,688.5,699.3,716.3,719.3,745,761.8,797.6,833.8,860.6,886.9,908.3,905.8,909.2,936.7,952.8,973.8,992.6,1027.2,1039.7,1070.9,1085.3,1098.2,1109.6,1109.9,1145,1170.1,1218.2,1278.5,1327.7,1406.3,1451.2,1512.1,1515.6,1485.8,1411.1,1362.4,1310.9,1343.3,1419.6,1449.7,1484,1513,1509.5,1538.9,1595.8,1686.7,1775.8,1819.1,1905.2,1939.4,1986.8,2039.6,2139.9,2190.2,2240.6,2283.5,2259.9,2301.4,2354,2397.5,2464.2,2567.2,2668.7,2693.3,2311.4,1910.4,1856.9,1996.6,2149.8,2236.1,2329.1,2400.7,2474.8,2591.7,2686.9,2712.6,2738.5,2779.7,2772.6,2742.6,2744.5,2756,2759.6,2765.7,2775.5,2842.2,2894.8,2884.2,2896.3,2823.8,2804.5,2798.2,2743.2,2691.2,2700.2,2755.9,2811.5,2869.9,2892.6,2913.7,3044.1,3097,3098.4,3170.3,3186.9,3139,3159.4,3137.1,3065.4,2933,2333.3,2808.3
20,        Goods,39.3,40.1,41.2,42.8,43.4,47.4,49.6,45.7,55.1,54.1,57.3,61.3,66.5,70,72.1,78.8,88.8,106.4,110.6,112.3,100.9,92.3,98.8,104,113.5,121.3,128.9,134.7,147.6,153.2,153.2,156.6,170.3,175.1,179.4,184.8,192.2,204.1,216.8,238.1,259.7,248.5,234.1,252,270.2,271.8,260.5,268.8,257.6,245.8,257.2,241.5,242.5,262.8,285.9,299.6,322.5,337.9,339.9,345,325.4,344.4,340.5,362.8,357.7,365.1,374.8,382.5,389.5,409.1,422.8,437.7,441.5,445.7,451.1,470.2,482,490.7,477.4,489,510.4,495.8,506.3,519.8,497,491,500.4,514.5,523.5,537.9,553.9,564.5,575.9,590.1,592.1,612.9,627.2,662,695.7,722.3,745.5,764.3,759.7,760.4,784.5,798.4,814.4,832.5,861.5,872,898.4,910.8,920.8,926.9,922.5,952.8,978.5,1024.5,1078.3,1123.5,1193.7,1231.2,1282.5,1293,1262.6,1186.7,1142.9,1102.9,1118.2,1193.7,1221.6,1244,1274.8,1274.2,1284.2,1332.1,1408.5,1488.7,1528,1604.2,1636.1,1679.6,1726.2,1819.9,1851.5,1895.6,1939.1,1896.7,1934.7,1977.7,2012.7,2073.6,2160.8,2253.4,2269.6,1893.2,1521.2,1471,1603.4,1745.9,1832.5,1920.4,1979.8,2046.6,2168.2,2243.1,2260.7,2290.2,2326.4,2314.2,2282.3,2282.7,2294.5,2293.8,2296.8,2300.4,2364.4,2407.2,2394.5,2400.1,2329,2304.4,2291.4,2227.3,2178.5,2187.7,2233.2,2285,2334.3,2342.1,2351.4,2479.7,2533.8,2531.8,2596.3,2600.3,2550.9,2556.4,2534.6,2460.7,2377.9,1927.8,2374.9
21,        Services,14.2,15.1,15.3,15.1,15.3,15.9,15.8,16.2,17.1,17.3,16.8,17.9,18.9,19.4,19,19.9,21.5,23,23,24.3,24,23,23.3,24.7,25.4,25.8,26.9,27.9,28.8,29.9,29.7,30.8,32.9,33.7,35.7,37.1,37.6,39,40.5,42.4,44.7,44.1,45.1,47.2,49.5,50.2,49.4,50.6,51.9,53.3,52.1,53.4,52.7,55.2,57.5,58.4,65.5,68.6,69.7,71.3,71.9,74.1,73.6,76,81.7,78.9,84.7,86.2,88.1,93.3,94.5,99.8,101.2,100.4,101.7,104.1,104.2,104.7,107,109.1,116.4,119,123.8,127.5,123.4,122.9,121.2,123.8,122.4,121.1,124,124,123.4,126.1,127.1,132.1,134.6,135.5,138.1,138.2,141.4,144.1,146.1,148.8,152.2,154.4,159.3,160.2,165.8,167.7,172.5,174.5,177.4,182.8,187.4,192.2,191.6,193.6,200.2,204.2,212.6,220,229.6,222.6,223.2,224.4,219.4,208.1,225.1,225.9,228,240,238.2,235.3,254.6,263.7,278.2,287.1,291.1,301,303.2,307.3,313.4,319.9,338.7,345,344.4,363.2,366.7,376.4,384.8,390.6,406.4,415.2,423.7,418.2,389.2,385.9,393.2,404,403.5,408.8,420.9,428.3,423.6,443.8,452,448.3,453.3,458.4,460.3,461.8,461.5,465.8,468.9,475.1,477.8,487.6,489.6,496.2,494.8,500.1,506.8,515.8,512.6,512.5,522.7,526.6,535.6,550.5,562.3,564.5,563.2,566.6,574,586.6,588.1,603,602.4,604.8,555.1,405.5,433.4
22,Government consumption expenditures and gross investment,247.9,249.1,254.6,258.7,261.9,266.1,269.8,272.1,282.2,286.5,284.3,291.7,299.6,302.7,304.2,312.6,324.6,335,346.7,359.2,370.1,373.4,385.4,395.6,401.3,401,403.5,410.8,421.2,431.4,438,446.7,452.6,472.3,484.2,496.2,501.8,516.5,533.1,547.8,568.8,588.5,592.2,608.9,633.4,648.7,657.8,677.7,688.1,703.1,717.3,737.4,747.9,761.1,782.2,775.1,794,819.1,835.7,862.8,875.6,900.5,927.4,938.6,946.8,967.5,993.6,996.4,1008.7,1025.2,1036.2,1056,1056.9,1070.4,1078.2,1109.9,1116.6,1145.8,1164.6,1180.5,1212.5,1230.7,1242.6,1268.5,1284.2,1296.6,1306.3,1308.8,1326.4,1334.8,1354,1362.8,1351.8,1359.1,1367.4,1381.4,1373.4,1389.4,1423.4,1422.9,1437.6,1452.9,1455.7,1451.6,1471.3,1487.7,1496.7,1515.7,1516,1542.5,1555.2,1574.8,1568,1603.7,1627.3,1647.5,1669.4,1695.2,1734.5,1782.3,1790.7,1823.1,1832.3,1861.2,1905.4,1947,1952.7,1992,2038.9,2073.5,2100.4,2142,2172.4,2199.4,2221.2,2251.8,2287.3,2321.4,2357.2,2389.7,2426.9,2452.9,2495.1,2529.1,2580.7,2610.9,2630.7,2674.7,2719.2,2770.3,2809,2864.9,2909.3,2971.1,3027.5,3020,3019.7,3067.6,3089,3117.8,3131.9,3164.7,3157.9,3164.1,3156,3168.6,3137.5,3131.4,3144.7,3131,3139.6,3132.7,3125,3132,3134.1,3138.5,3137.4,3153.3,3190.9,3190.3,3188.1,3230.6,3249.1,3253.2,3266.4,3283.1,3310.9,3336.7,3361.6,3384.2,3411.1,3471.1,3521.5,3580,3631.2,3648,3681.5,3737.6,3767.1,3805.3,3834.1,3839.3,3816.5
